"type","string","response","subj","exposures","coherence","trial"
"position","hamster and dog",1,"s1434",56,"3/3",4
"withheld","car and dex",3,"s1434",56,"3/3",5
"withheld","cat and pif",2,"s1434",56,"3/3",6
"familiar","hamster and moke",5,"s1434",56,"3/3",7
"withheld","truck and wug",5,"s1434",56,"3/3",8
"familiar","bus and thite",5,"s1434",56,"3/3",9
"catch","press4",4,"s1434",56,"3/3",10
"cross","dog and wug",1,"s1434",56,"3/3",11
"position","bus and truck",1,"s1434",56,"3/3",12
"cross","car and pif",1,"s1434",56,"3/3",13
"position","thite and wug",1,"s1434",56,"3/3",14
"catch","press5",5,"s1434",56,"3/3",15
"withheld","dog and jeev",5,"s1434",56,"3/3",16
"familiar","cat and wug",1,"s1434",56,"3/3",17
"cross","truck and jeev",1,"s1434",56,"3/3",18
"familiar","hamster and wug",2,"s1435",56,"2/3",1
"familiar","cat and jiv",4,"s1435",56,"2/3",2
"position","wug and dex",4,"s1435",56,"2/3",3
"familiar","bim and pif",5,"s1435",56,"2/3",4
"position","bus and car",1,"s1435",56,"2/3",5
"cross","bim and jiv",1,"s1435",56,"2/3",6
"catch","press5",5,"s1435",56,"2/3",7
"withheld","car and jiv",5,"s1435",56,"2/3",8
"cross","cat and pif",4,"s1435",56,"2/3",9
"withheld","bim and dex",1,"s1435",56,"2/3",10
"position","moke and jiv",4,"s1435",56,"2/3",11
"withheld","cat and thite",5,"s1435",56,"2/3",12
"familiar","bus and moke",2,"s1435",56,"2/3",13
"cross","vap and thite",5,"s1435",56,"2/3",14
"catch","press4",4,"s1435",56,"2/3",15
"position","hamster and bim",1,"s1435",56,"2/3",16
"cross","car and dex",1,"s1435",56,"2/3",17
"withheld","vap and pif",4,"s1435",56,"2/3",18
"familiar","dog and wug",1,"s1436",126,"3/3",1
"cross","truck and pif",3,"s1436",126,"3/3",2
"position","cat and dog",3,"s1436",126,"3/3",3
"familiar","hamster and dex",5,"s1436",126,"3/3",4
"cross","dog and dex",4,"s1436",126,"3/3",5
"position","bus and truck",1,"s1436",126,"3/3",6
"withheld","dog and pif",3,"s1436",126,"3/3",7
"familiar","cat and thite",4,"s1436",126,"3/3",8
"position","moke and dex",1,"s1436",126,"3/3",9
"cross","car and jiv",4,"s1436",126,"3/3",10
"familiar","bus and moke",4,"s1436",126,"3/3",11
"withheld","truck and dex",4,"s1436",126,"3/3",12
"withheld","car and wug",1,"s1436",126,"3/3",13
"catch","press5",5,"s1436",126,"3/3",14
"cross","hamster and wug",1,"s1436",126,"3/3",15
"position","thite and pif",1,"s1436",126,"3/3",16
"catch","press4",4,"s1436",126,"3/3",17
"withheld","hamster and jiv",5,"s1436",126,"3/3",18
"withheld","marfo and wug",5,"s1437",56,"rime",1
"cross","tetchee and dex",5,"s1437",56,"rime",2
"cross","pawmo and jeev",5,"s1437",56,"rime",3
"position","thite and dex",1,"s1437",56,"rime",4
"catch","press5",5,"s1437",56,"rime",5
"cross","kaisee and wug",5,"s1437",56,"rime",6
"familiar","calo and thite",5,"s1437",56,"rime",7
"cross","marfo and pif",5,"s1437",56,"rime",8
"withheld","pawmo and dex",5,"s1437",56,"rime",9
"familiar","marfo and jeev",5,"s1437",56,"rime",10
"familiar","zaygee and moke",5,"s1437",56,"rime",11
"withheld","tetchee and jeev",5,"s1437",56,"rime",12
"familiar","pawmo and pif",5,"s1437",56,"rime",13
"position","moke and jeev",3,"s1437",56,"rime",14
"withheld","kaisee and pif",5,"s1437",56,"rime",15
"position","zaygee and tetchee",5,"s1437",56,"rime",16
"position","calo and pawmo",1,"s1437",56,"rime",17
"catch","press4",4,"s1437",56,"rime",18
"position","glove and leash",1,"s1438",56,"semantic.baseline",1
"familiar","ball and moke",4,"s1438",56,"semantic.baseline",2
"cross","leash and jiv",4,"s1438",56,"semantic.baseline",3
"cross","ball and dex",5,"s1438",56,"semantic.baseline",4
"familiar","rain and thite",2,"s1438",56,"semantic.baseline",5
"withheld","card and moke",4,"s1438",56,"semantic.baseline",6
"withheld","ball and jiv",4,"s1438",56,"semantic.baseline",7
"familiar","shelf and dex",3,"s1438",56,"semantic.baseline",8
"position","thite and jiv",1,"s1438",56,"semantic.baseline",9
"cross","shelf and moke",4,"s1438",56,"semantic.baseline",10
"catch","press4",4,"s1438",56,"semantic.baseline",11
"position","rain and ball",1,"s1438",56,"semantic.baseline",12
"withheld","shelf and wug",2,"s1438",56,"semantic.baseline",13
"catch","press5",5,"s1438",56,"semantic.baseline",14
"position","pif and dex",1,"s1438",56,"semantic.baseline",15
"cross","card and wug",3,"s1438",56,"semantic.baseline",16
"withheld","leash and dex",4,"s1438",56,"semantic.baseline",17
"familiar","glove and pif",5,"s1438",56,"semantic.baseline",18
"position","car and truck",2,"s1439",126,"3/3",1
"withheld","bus and moke",3,"s1439",126,"3/3",2
"withheld","truck and jiv",5,"s1439",126,"3/3",3
"withheld","dog and dex",2,"s1439",126,"3/3",4
"cross","cat and moke",1,"s1439",126,"3/3",5
"position","hamster and dog",1,"s1439",126,"3/3",6
"familiar","car and thite",3,"s1439",126,"3/3",7
"cross","truck and dex",1,"s1439",126,"3/3",8
"withheld","cat and wug",2,"s1439",126,"3/3",9
"familiar","hamster and pif",4,"s1439",126,"3/3",10
"familiar","cat and jiv",1,"s1439",126,"3/3",11
"cross","bus and wug",1,"s1439",126,"3/3",12
"position","pif and dex",2,"s1439",126,"3/3",13
"cross","dog and jiv",2,"s1439",126,"3/3",14
"position","thite and jiv",3,"s1439",126,"3/3",15
"familiar","dog and moke",2,"s1439",126,"3/3",16
"position","thite and moke",3,"s1440",56,"0/3",1
"withheld","vaap and wug",4,"s1440",56,"0/3",2
"withheld","zayb and jeev",3,"s1440",56,"0/3",3
"withheld","feeb and pif",4,"s1440",56,"0/3",4
"cross","bem and wug",4,"s1440",56,"0/3",5
"familiar","vaap and pif",3,"s1440",56,"0/3",6
"familiar","zayb and moke",4,"s1440",56,"0/3",7
"cross","feeb and jeev",3,"s1440",56,"0/3",8
"cross","vaap and moke",4,"s1440",56,"0/3",9
"catch","press4",4,"s1440",56,"0/3",10
"position","dex and wug",3,"s1440",56,"0/3",11
"familiar","loach and thite",1,"s1440",56,"0/3",12
"withheld","bem and moke",4,"s1440",56,"0/3",13
"catch","press5",5,"s1440",56,"0/3",14
"familiar","chuhv and dex",3,"s1440",56,"0/3",15
"position","loach and bem",4,"s1440",56,"0/3",16
"cross","zayb and pif",3,"s1440",56,"0/3",17
"position","chuhv and vaap",3,"s1440",56,"0/3",18
"position","jic and skeege",3,"s1441",392,"syllables",1
"cross","coomo and wug",4,"s1441",392,"syllables",2
"position","thite and dex",4,"s1441",392,"syllables",3
"withheld","kaisey and moke",3,"s1441",392,"syllables",4
"familiar","coomo and dex",3,"s1441",392,"syllables",5
"catch","press5",5,"s1441",392,"syllables",6
"familiar","fengle and pif",3,"s1441",392,"syllables",7
"cross","skeege and moke",2,"s1441",392,"syllables",8
"cross","gope and jeev",4,"s1441",392,"syllables",9
"withheld","gope and wug",4,"s1441",392,"syllables",10
"withheld","coomo and jeev",4,"s1441",392,"syllables",11
"catch","press4",4,"s1441",392,"syllables",12
"cross","kaisey and dex",2,"s1441",392,"syllables",13
"withheld","skeege and dex",4,"s1441",392,"syllables",14
"familiar","kaisey and wug",3,"s1441",392,"syllables",15
"position","pif and moke",4,"s1441",392,"syllables",16
"position","fengle and kaisey",5,"s1441",392,"syllables",17
"familiar","jic and thite",4,"s1441",392,"syllables",18
"familiar","rull and dex",2,"s1442",126,"onset",1
"catch","press5",5,"s1442",126,"onset",2
"familiar","rudge and jiv",4,"s1442",126,"onset",3
"withheld","rull and moke",5,"s1442",126,"onset",4
"cross","rudge and dex",4,"s1442",126,"onset",5
"position","wug and jiv",4,"s1442",126,"onset",6
"cross","zof and moke",5,"s1442",126,"onset",7
"catch","press4",4,"s1442",126,"onset",8
"familiar","zabe and wug",3,"s1442",126,"onset",9
"withheld","zerm and dex",2,"s1442",126,"onset",10
"withheld","zof and jiv",5,"s1442",126,"onset",11
"familiar","ruck and pif",3,"s1442",126,"onset",12
"position","ruck and rull",1,"s1442",126,"onset",13
"withheld","rudge and thite",4,"s1442",126,"onset",14
"cross","rull and jiv",4,"s1442",126,"onset",15
"position","pif and moke",4,"s1442",126,"onset",16
"position","zabe and zof",1,"s1442",126,"onset",17
"cross","zerm and thite",5,"s1442",126,"onset",18
"position","pif and thite",1,"s1443",392,"3/3",1
"position","car and truck",1,"s1443",392,"3/3",2
"withheld","cat and jiv",5,"s1443",392,"3/3",3
"withheld","truck and thite",5,"s1443",392,"3/3",4
"withheld","hamster and dex",4,"s1443",392,"3/3",5
"cross","truck and jiv",5,"s1443",392,"3/3",6
"cross","cat and thite",4,"s1443",392,"3/3",7
"catch","press5",5,"s1443",392,"3/3",8
"position","dog and cat",1,"s1443",392,"3/3",9
"cross","hamster and wug",3,"s1443",392,"3/3",10
"position","moke and jiv",1,"s1443",392,"3/3",11
"familiar","cat and wug",4,"s1443",392,"3/3",12
"familiar","car and pif",4,"s1443",392,"3/3",13
"catch","press4",4,"s1443",392,"3/3",14
"cross","bus and dex",3,"s1443",392,"3/3",15
"familiar","dog and moke",5,"s1443",392,"3/3",16
"familiar","hamster and thite",4,"s1443",392,"3/3",17
"withheld","bus and wug",4,"s1443",392,"3/3",18
"familiar","car tezz pif",5,"s1444",392,"nonce.connective",1
"withheld","bus tezz wug",1,"s1444",392,"nonce.connective",2
"cross","truck tezz dex",2,"s1444",392,"nonce.connective",3
"familiar","hamster tezz moke",5,"s1444",392,"nonce.connective",4
"position","dog tezz cat",1,"s1444",392,"nonce.connective",5
"position","car tezz truck",1,"s1444",392,"nonce.connective",6
"familiar","cat tezz wug",5,"s1444",392,"nonce.connective",7
"catch","press5",5,"s1444",392,"nonce.connective",8
"withheld","cat tezz dex",5,"s1444",392,"nonce.connective",9
"withheld","hamster tezz jeev",4,"s1444",392,"nonce.connective",10
"position","thite tezz dex",1,"s1444",392,"nonce.connective",11
"cross","hamster tezz wug",5,"s1444",392,"nonce.connective",12
"withheld","truck tezz moke",4,"s1444",392,"nonce.connective",13
"cross","bus tezz jeev",2,"s1444",392,"nonce.connective",14
"cross","cat tezz moke",5,"s1444",392,"nonce.connective",15
"familiar","dog tezz thite",5,"s1444",392,"nonce.connective",16
"position","pif tezz moke",1,"s1444",392,"nonce.connective",17
"catch","press4",4,"s1444",392,"nonce.connective",18
"cross","kaisey and dex",5,"s1445",196,"syllables",1
"position","wug and jeev",3,"s1445",196,"syllables",2
"position","skeege and jic",5,"s1445",196,"syllables",3
"position","coomo and fengle",1,"s1445",196,"syllables",4
"cross","jic and moke",4,"s1445",196,"syllables",5
"familiar","kaisey and jeev",1,"s1445",196,"syllables",6
"withheld","fengle and moke",2,"s1445",196,"syllables",7
"withheld","jic and jeev",3,"s1445",196,"syllables",8
"familiar","coomo and pif",5,"s1445",196,"syllables",9
"familiar","fengle and dex",3,"s1445",196,"syllables",10
"familiar","skeege and wug",4,"s1445",196,"syllables",11
"cross","fengle and jeev",4,"s1445",196,"syllables",12
"withheld","kaisey and thite",1,"s1445",196,"syllables",13
"position","pif and moke",4,"s1445",196,"syllables",14
"catch","press5",5,"s1445",196,"syllables",15
"cross","gope and thite",2,"s1445",196,"syllables",16
"withheld","gope and dex",4,"s1445",196,"syllables",17
"catch","press4",4,"s1445",196,"syllables",18
"position","calo and pawmo",5,"s1446",392,"rime",1
"withheld","zaygee and moke",5,"s1446",392,"rime",2
"withheld","kaisee and pif",5,"s1446",392,"rime",3
"familiar","marfo and moke",5,"s1446",392,"rime",4
"cross","kaisee and jeev",5,"s1446",392,"rime",5
"familiar","pawmo and pif",5,"s1446",392,"rime",6
"cross","zaygee and thite",5,"s1446",392,"rime",7
"cross","pawmo and moke",5,"s1446",392,"rime",8
"cross","marfo and pif",5,"s1446",392,"rime",9
"position","tetchee and zaygee",1,"s1446",392,"rime",10
"position","wug and moke",1,"s1446",392,"rime",11
"catch","press5",5,"s1446",392,"rime",12
"position","dex and thite",1,"s1446",392,"rime",13
"withheld","pawmo and thite",5,"s1446",392,"rime",14
"familiar","tetchee and wug",5,"s1446",392,"rime",15
"catch","press4",4,"s1446",392,"rime",16
"familiar","calo and dex",5,"s1446",392,"rime",17
"withheld","marfo and jeev",5,"s1446",392,"rime",18
"withheld","tetchee and dex",5,"s1447",392,"rime",1
"withheld","kaisee and wug",5,"s1447",392,"rime",2
"familiar","marfo and moke",5,"s1447",392,"rime",3
"familiar","calo and wug",3,"s1447",392,"rime",4
"position","marfo and pawmo",2,"s1447",392,"rime",5
"catch","press4",4,"s1447",392,"rime",6
"cross","calo and dex",5,"s1447",392,"rime",7
"cross","kaisee and jeev",4,"s1447",392,"rime",8
"cross","pawmo and wug",4,"s1447",392,"rime",9
"familiar","zaygee and pif",3,"s1447",392,"rime",10
"familiar","pawmo and dex",3,"s1447",392,"rime",11
"withheld","calo and thite",2,"s1447",392,"rime",12
"position","pif and wug",4,"s1447",392,"rime",13
"position","moke and jeev",3,"s1447",392,"rime",14
"position","zaygee and kaisee",4,"s1447",392,"rime",15
"catch","press5",5,"s1447",392,"rime",16
"withheld","pawmo and jeev",4,"s1447",392,"rime",17
"cross","tetchee and thite",4,"s1447",392,"rime",18
"position","wug and jeev",5,"s1448",196,"0/3",1
"position","loach and feeb",4,"s1448",196,"0/3",2
"withheld","vaap and dex",4,"s1448",196,"0/3",3
"cross","bem and pif",3,"s1448",196,"0/3",4
"familiar","chuhv and jeev",2,"s1448",196,"0/3",5
"familiar","vaap and moke",5,"s1448",196,"0/3",6
"familiar","zayb and thite",3,"s1448",196,"0/3",7
"position","zayb and vaap",2,"s1448",196,"0/3",8
"withheld","bem and moke",4,"s1448",196,"0/3",9
"cross","feeb and dex",3,"s1448",196,"0/3",10
"cross","vaap and jeev",4,"s1448",196,"0/3",11
"withheld","feeb and jeev",5,"s1448",196,"0/3",12
"withheld","chuhv and pif",2,"s1448",196,"0/3",13
"catch","press4",4,"s1448",196,"0/3",14
"position","thite and dex",3,"s1448",196,"0/3",15
"familiar","loach and wug",1,"s1448",196,"0/3",16
"catch","press5",5,"s1448",196,"0/3",17
"cross","chuhv and moke",2,"s1448",196,"0/3",18
"position","coomo and fengle",3,"s1449",56,"syllables",1
"position","gope and skeege",4,"s1449",56,"syllables",2
"withheld","jic and jeev",2,"s1449",56,"syllables",3
"familiar","gope and pif",4,"s1449",56,"syllables",4
"catch","press5",5,"s1449",56,"syllables",5
"position","pif and thite",4,"s1449",56,"syllables",6
"cross","kaisey and jeev",4,"s1449",56,"syllables",7
"familiar","kaisey and thite",4,"s1449",56,"syllables",8
"position","wug and moke",4,"s1449",56,"syllables",9
"withheld","kaisey and dex",4,"s1449",56,"syllables",10
"familiar","coomo and wug",2,"s1449",56,"syllables",11
"withheld","skeege and thite",3,"s1449",56,"syllables",12
"withheld","fengle and moke",4,"s1449",56,"syllables",13
"cross","jic and dex",4,"s1449",56,"syllables",14
"cross","fengle and thite",4,"s1449",56,"syllables",15
"cross","skeege and moke",4,"s1449",56,"syllables",16
"catch","press4",4,"s1449",56,"syllables",17
"familiar","fengle and jeev",4,"s1449",56,"syllables",18
"withheld","rull and thite",5,"s1450",126,"onset",1
"cross","zerm and moke",5,"s1450",126,"onset",2
"familiar","rudge and pif",5,"s1450",126,"onset",3
"position","zof and zerm",5,"s1450",126,"onset",4
"position","dex and wug",5,"s1450",126,"onset",5
"withheld","zabe and pif",5,"s1450",126,"onset",6
"position","ruck and rudge",5,"s1450",126,"onset",7
"catch","press4",4,"s1450",126,"onset",8
"position","jiv and moke",1,"s1450",126,"onset",9
"cross","rudge and wug",5,"s1450",126,"onset",10
"familiar","zof and dex",5,"s1450",126,"onset",11
"withheld","zerm and wug",5,"s1450",126,"onset",12
"cross","rull and pif",5,"s1450",126,"onset",13
"catch","press5",5,"s1450",126,"onset",14
"familiar","rull and wug",1,"s1450",126,"onset",15
"cross","zabe and thite",5,"s1450",126,"onset",16
"withheld","rudge and moke",5,"s1450",126,"onset",17
"familiar","ruck and jiv",5,"s1450",126,"onset",18
"withheld","skeege and thite",4,"s1451",392,"syllables",1
"withheld","coomo and wug",3,"s1451",392,"syllables",2
"cross","fengle and thite",2,"s1451",392,"syllables",3
"position","gope and skeege",1,"s1451",392,"syllables",4
"cross","jic and wug",3,"s1451",392,"syllables",5
"familiar","fengle and pif",5,"s1451",392,"syllables",6
"position","moke and jeev",1,"s1451",392,"syllables",7
"position","dex and thite",1,"s1451",392,"syllables",8
"cross","skeege and jeev",3,"s1451",392,"syllables",9
"cross","coomo and pif",4,"s1451",392,"syllables",10
"familiar","kaisey and moke",5,"s1451",392,"syllables",11
"withheld","jic and pif",4,"s1451",392,"syllables",12
"familiar","gope and dex",4,"s1451",392,"syllables",13
"withheld","fengle and jeev",4,"s1451",392,"syllables",14
"familiar","coomo and thite",4,"s1451",392,"syllables",15
"position","kaisey and fengle",1,"s1451",392,"syllables",16
"catch","press4",4,"s1451",392,"syllables",17
"catch","press5",5,"s1451",392,"syllables",18
"cross","marfo and pif",1,"s1452",196,"rime",1
"position","kaisee and zaygee",1,"s1452",196,"rime",2
"familiar","calo and moke",5,"s1452",196,"rime",3
"withheld","zaygee and pif",5,"s1452",196,"rime",4
"catch","press4",4,"s1452",196,"rime",5
"cross","tetchee and dex",4,"s1452",196,"rime",6
"familiar","kaisee and jeev",5,"s1452",196,"rime",7
"cross","pawmo and thite",5,"s1452",196,"rime",8
"position","calo and marfo",3,"s1452",196,"rime",9
"withheld","tetchee and thite",5,"s1452",196,"rime",10
"position","jeev and pif",4,"s1452",196,"rime",11
"position","moke and wug",5,"s1452",196,"rime",12
"catch","press5",5,"s1452",196,"rime",13
"withheld","pawmo and dex",5,"s1452",196,"rime",14
"cross","zaygee and wug",5,"s1452",196,"rime",15
"familiar","marfo and thite",3,"s1452",196,"rime",16
"familiar","pawmo and pif",5,"s1452",196,"rime",17
"withheld","marfo and wug",2,"s1452",196,"rime",18
"withheld","rain and dex",4,"s1453",196,"semantic.baseline",1
"withheld","leash and moke",5,"s1453",196,"semantic.baseline",2
"withheld","card and pif",5,"s1453",196,"semantic.baseline",3
"familiar","shelf and thite",5,"s1453",196,"semantic.baseline",4
"cross","card and moke",5,"s1453",196,"semantic.baseline",5
"position","jiv and pif",1,"s1453",196,"semantic.baseline",6
"position","shelf and leash",1,"s1453",196,"semantic.baseline",7
"catch","press5",1,"s1453",196,"semantic.baseline",8
"position","thite and moke",1,"s1453",196,"semantic.baseline",9
"cross","leash and pif",5,"s1453",196,"semantic.baseline",10
"catch","press4",4,"s1453",196,"semantic.baseline",11
"cross","ball and dex",5,"s1453",196,"semantic.baseline",12
"familiar","glove and jiv",5,"s1453",196,"semantic.baseline",13
"position","glove and card",1,"s1453",196,"semantic.baseline",14
"cross","rain and wug",3,"s1453",196,"semantic.baseline",15
"familiar","ball and moke",3,"s1453",196,"semantic.baseline",16
"familiar","card and dex",3,"s1453",196,"semantic.baseline",17
"withheld","ball and wug",5,"s1453",196,"semantic.baseline",18
"withheld","feeb and pif",5,"s1454",56,"0/3",1
"position","dex and wug",4,"s1454",56,"0/3",2
"catch","press5",5,"s1454",56,"0/3",3
"familiar","bim and jiv",5,"s1454",56,"0/3",4
"cross","lup and thite",5,"s1454",56,"0/3",5
"familiar","lup and wug",5,"s1454",56,"0/3",6
"position","bim and feeb",3,"s1454",56,"0/3",7
"withheld","vap and thite",5,"s1454",56,"0/3",8
"position","chuv and zabe",1,"s1454",56,"0/3",9
"cross","feeb and wug",5,"s1454",56,"0/3",10
"position","jiv and pif",5,"s1454",56,"0/3",11
"cross","vap and moke",2,"s1454",56,"0/3",12
"familiar","feeb and thite",5,"s1454",56,"0/3",13
