"type","string","response","subj","exposures","coherence","trial"
"catch","press4",4,"s1405",392,"3/3",9
"cross","car and wug",3,"s1405",392,"3/3",10
"withheld","hamster and dex",4,"s1405",392,"3/3",11
"position","dog and cat",4,"s1405",392,"3/3",12
"position","bus and car",2,"s1405",392,"3/3",13
"catch","press5",5,"s1405",392,"3/3",14
"cross","hamster and pif",4,"s1405",392,"3/3",15
"position","thite and jiv",3,"s1405",392,"3/3",16
"withheld","cat and wug",2,"s1405",392,"3/3",17
"withheld","truck and pif",4,"s1405",392,"3/3",18
"withheld","zabe and dex",5,"s1406",126,"1/3",1
"cross","vap and thite",5,"s1406",126,"1/3",2
"cross","zabe and jiv",5,"s1406",126,"1/3",3
"position","wug and thite",5,"s1406",126,"1/3",4
"withheld","hamster and jiv",5,"s1406",126,"1/3",5
"withheld","vap and pif",4,"s1406",126,"1/3",6
"familiar","truck and moke",3,"s1406",126,"1/3",7
"withheld","lup and thite",1,"s1406",126,"1/3",8
"familiar","hamster and pif",5,"s1406",126,"1/3",9
"catch","press5",5,"s1406",126,"1/3",10
"familiar","bim and wug",2,"s1406",126,"1/3",11
"position","moke and pif",4,"s1406",126,"1/3",12
"familiar","lup and dex",3,"s1406",126,"1/3",13
"catch","press4",4,"s1406",126,"1/3",14
"position","bim and lup",4,"s1406",126,"1/3",15
"position","truck and vap",5,"s1406",126,"1/3",16
"cross","hamster and dex",4,"s1406",126,"1/3",17
"cross","lup and pif",2,"s1406",126,"1/3",18
"familiar","cat and moke",5,"s1407",56,"2/3",1
"familiar","dog and pif",5,"s1407",56,"2/3",2
"cross","car and jiv",5,"s1407",56,"2/3",3
"cross","cat and pif",5,"s1407",56,"2/3",4
"familiar","lup and dex",5,"s1407",56,"2/3",5
"withheld","bus and moke",5,"s1407",56,"2/3",6
"withheld","car and pif",5,"s1407",56,"2/3",7
"withheld","dog and wug",5,"s1407",56,"2/3",8
"catch","press5",5,"s1407",56,"2/3",9
"position","lup and dog",5,"s1407",56,"2/3",10
"position","vap and bus",5,"s1407",56,"2/3",11
"withheld","cat and jiv",5,"s1407",56,"2/3",12
"catch","press4",4,"s1407",56,"2/3",13
"position","thite and moke",5,"s1407",56,"2/3",14
"position","dex and wug",5,"s1407",56,"2/3",15
"cross","dog and moke",5,"s1407",56,"2/3",16
"familiar","vap and thite",5,"s1407",56,"2/3",17
"cross","bus and wug",5,"s1407",56,"2/3",18
"withheld","feeb and thite",4,"s1408",56,"0/3",1
"cross","chuhv and jeev",2,"s1408",56,"0/3",2
"cross","feeb and dex",1,"s1408",56,"0/3",3
"familiar","zayb and jeev",2,"s1408",56,"0/3",4
"cross","loach and wug",5,"s1408",56,"0/3",5
"withheld","zayb and dex",5,"s1408",56,"0/3",6
"position","bem and feeb",4,"s1408",56,"0/3",7
"position","moke and dex",3,"s1408",56,"0/3",8
"familiar","bem and pif",5,"s1408",56,"0/3",9
"familiar","vaap and moke",1,"s1408",56,"0/3",10
"withheld","loach and jeev",5,"s1408",56,"0/3",11
"cross","zayb and thite",5,"s1408",56,"0/3",12
"catch","press5",5,"s1408",56,"0/3",13
"position","pif and thite",5,"s1408",56,"0/3",14
"position","vaap and zayb",4,"s1408",56,"0/3",15
"withheld","chuhv and wug",5,"s1408",56,"0/3",16
"catch","press4",4,"s1408",56,"0/3",17
"familiar","chuhv and thite",5,"s1408",56,"0/3",18
"cross","bim and wug",5,"s1409",196,"1/3",1
"position","pif and moke",5,"s1409",196,"1/3",2
"familiar","bim and thite",3,"s1409",196,"1/3",3
"position","jiv and wug",4,"s1409",196,"1/3",4
"cross","car and dex",4,"s1409",196,"1/3",5
"familiar","hamster and wug",4,"s1409",196,"1/3",6
"cross","chuv and moke",3,"s1409",196,"1/3",7
"catch","press4",4,"s1409",196,"1/3",8
"withheld","chuv and wug",2,"s1409",196,"1/3",9
"cross","hamster and thite",4,"s1409",196,"1/3",10
"withheld","bim and moke",5,"s1409",196,"1/3",11
"position","zabe and chuv",4,"s1409",196,"1/3",12
"catch","press5",5,"s1409",196,"1/3",13
"familiar","lup and pif",5,"s1409",196,"1/3",14
"familiar","zabe and jiv",5,"s1409",196,"1/3",15
"withheld","car and thite",3,"s1409",196,"1/3",16
"position","lup and bim",1,"s1409",196,"1/3",17
"withheld","hamster and dex",5,"s1409",196,"1/3",18
"withheld","rain and moke",1,"s1410",392,"semantic.baseline",1
"withheld","leash and thite",1,"s1410",392,"semantic.baseline",2
"withheld","shelf and wug",1,"s1410",392,"semantic.baseline",3
"position","dex and thite",1,"s1410",392,"semantic.baseline",4
"cross","leash and moke",2,"s1410",392,"semantic.baseline",5
"cross","rain and thite",1,"s1410",392,"semantic.baseline",6
"cross","shelf and pif",2,"s1410",392,"semantic.baseline",7
"position","glove and rain",1,"s1410",392,"semantic.baseline",8
"catch","press5",5,"s1410",392,"semantic.baseline",9
"familiar","leash and pif",1,"s1410",392,"semantic.baseline",10
"position","jiv and moke",1,"s1410",392,"semantic.baseline",11
"position","ball and leash",1,"s1410",392,"semantic.baseline",12
"familiar","glove and jiv",5,"s1410",392,"semantic.baseline",13
"familiar","ball and dex",5,"s1410",392,"semantic.baseline",14
"withheld","card and pif",2,"s1410",392,"semantic.baseline",15
"familiar","shelf and moke",1,"s1410",392,"semantic.baseline",16
"catch","press4",4,"s1410",392,"semantic.baseline",17
"cross","card and wug",1,"s1410",392,"semantic.baseline",18
"familiar","coomo and jeev",5,"s1411",56,"syllables",1
"familiar","kaisey and thite",4,"s1411",56,"syllables",2
"withheld","jic and jeev",4,"s1411",56,"syllables",3
"cross","coomo and thite",3,"s1411",56,"syllables",4
"familiar","skeege and dex",5,"s1411",56,"syllables",5
"position","fengle and coomo",4,"s1411",56,"syllables",6
"position","skeege and gope",4,"s1411",56,"syllables",7
"withheld","kaisey and moke",5,"s1411",56,"syllables",8
"cross","gope and pif",3,"s1411",56,"syllables",9
"position","dex and thite",3,"s1411",56,"syllables",10
"cross","kaisey and jeev",4,"s1411",56,"syllables",11
"position","wug and pif",2,"s1411",56,"syllables",12
"cross","jic and moke",4,"s1411",56,"syllables",13
"catch","press5",5,"s1411",56,"syllables",14
"withheld","gope and thite",3,"s1411",56,"syllables",15
"familiar","fengle and wug",5,"s1411",56,"syllables",16
"withheld","coomo and pif",4,"s1411",56,"syllables",17
"catch","press4",4,"s1411",56,"syllables",18
"cross","bim and jiv",4,"s1412",126,"1/3",1
"withheld","feeb and wug",5,"s1412",126,"1/3",2
"withheld","bim and pif",5,"s1412",126,"1/3",3
"familiar","feeb and jiv",1,"s1412",126,"1/3",4
"familiar","bim and thite",4,"s1412",126,"1/3",5
"cross","chuv and wug",4,"s1412",126,"1/3",6
"catch","press5",5,"s1412",126,"1/3",7
"familiar","hamster and dex",4,"s1412",126,"1/3",8
"position","moke and thite",4,"s1412",126,"1/3",9
"cross","vap and pif",3,"s1412",126,"1/3",10
"withheld","chuv and thite",3,"s1412",126,"1/3",11
"withheld","vap and jiv",4,"s1412",126,"1/3",12
"position","bus and chuv",4,"s1412",126,"1/3",13
"cross","feeb and thite",2,"s1412",126,"1/3",14
"familiar","bus and moke",3,"s1412",126,"1/3",15
"position","dex and wug",2,"s1412",126,"1/3",16
"catch","press4",2,"s1412",126,"1/3",17
"position","hamster and feeb",4,"s1412",126,"1/3",18
"familiar","car tezz dex",5,"s1413",392,"nonce.connective",1
"cross","dog tezz pif",1,"s1413",392,"nonce.connective",2
"position","car tezz truck",1,"s1413",392,"nonce.connective",3
"catch","press4",4,"s1413",392,"nonce.connective",4
"position","hamster tezz dog",1,"s1413",392,"nonce.connective",5
"cross","truck tezz thite",1,"s1413",392,"nonce.connective",6
"withheld","bus tezz jeev",5,"s1413",392,"nonce.connective",7
"familiar","hamster tezz wug",5,"s1413",392,"nonce.connective",8
"catch","press5",5,"s1413",392,"nonce.connective",9
"position","wug tezz thite",1,"s1413",392,"nonce.connective",10
"familiar","cat tezz pif",1,"s1413",392,"nonce.connective",11
"position","dex tezz pif",1,"s1413",392,"nonce.connective",12
"withheld","cat tezz moke",1,"s1413",392,"nonce.connective",13
"familiar","dog tezz jeev",1,"s1413",392,"nonce.connective",14
"cross","bus tezz moke",1,"s1413",392,"nonce.connective",15
"cross","cat tezz jeev",1,"s1413",392,"nonce.connective",16
"withheld","truck tezz pif",5,"s1413",392,"nonce.connective",17
"withheld","dog tezz thite",1,"s1413",392,"nonce.connective",18
"cross","pawmo and pif",5,"s1414",126,"rime",1
"position","calo and marfo",3,"s1414",126,"rime",2
"withheld","zaygee and jeev",4,"s1414",126,"rime",3
"familiar","marfo and pif",5,"s1414",126,"rime",4
"catch","press4",4,"s1414",126,"rime",5
"cross","marfo and jeev",3,"s1414",126,"rime",6
"position","thite and wug",1,"s1414",126,"rime",7
"familiar","tetchee and dex",4,"s1414",126,"rime",8
"familiar","pawmo and jeev",5,"s1414",126,"rime",9
"withheld","marfo and wug",5,"s1414",126,"rime",10
"catch","press5",5,"s1414",126,"rime",11
"cross","zaygee and wug",1,"s1414",126,"rime",12
"withheld","pawmo and moke",2,"s1414",126,"rime",13
"position","tetchee and zaygee",1,"s1414",126,"rime",14
"familiar","calo and thite",5,"s1414",126,"rime",15
"withheld","kaisee and pif",5,"s1414",126,"rime",16
"position","dex and jeev",5,"s1414",126,"rime",17
"cross","kaisee and moke",5,"s1414",126,"rime",18
"cross","vaap and pif",4,"s1415",56,"0/3",1
"cross","chuhv and moke",4,"s1415",56,"0/3",2
"position","dex and wug",3,"s1415",56,"0/3",3
"familiar","chuhv and pif",4,"s1415",56,"0/3",4
"cross","bem and thite",5,"s1415",56,"0/3",5
"position","feeb and loach",4,"s1415",56,"0/3",6
"familiar","zayb and dex",4,"s1415",56,"0/3",7
"withheld","chuhv and wug",3,"s1415",56,"0/3",8
"withheld","bem and pif",5,"s1415",56,"0/3",9
"withheld","vaap and thite",4,"s1415",56,"0/3",10
"position","jeev and moke",5,"s1415",56,"0/3",11
"familiar","vaap and moke",4,"s1415",56,"0/3",12
"familiar","feeb and jeev",3,"s1415",56,"0/3",13
"cross","loach and wug",3,"s1415",56,"0/3",14
"catch","press4",4,"s1415",56,"0/3",15
"catch","press5",5,"s1415",56,"0/3",16
"position","zayb and chuhv",3,"s1415",56,"0/3",17
"withheld","loach and moke",4,"s1415",56,"0/3",18
"familiar","dog and moke",5,"s1416",392,"2/3",1
"withheld","car and wug",5,"s1416",392,"2/3",2
"position","moke and thite",4,"s1416",392,"2/3",3
"withheld","cat and jiv",5,"s1416",392,"2/3",4
"catch","press5",5,"s1416",392,"2/3",5
"familiar","cat and wug",5,"s1416",392,"2/3",6
"cross","vap and jiv",1,"s1416",392,"2/3",7
"cross","lup and wug",3,"s1416",392,"2/3",8
"withheld","vap and dex",2,"s1416",392,"2/3",9
"position","pif and wug",3,"s1416",392,"2/3",10
"position","bus and car",1,"s1416",392,"2/3",11
"cross","cat and dex",5,"s1416",392,"2/3",12
"position","dog and lup",1,"s1416",392,"2/3",13
"withheld","lup and thite",2,"s1416",392,"2/3",14
"familiar","bus and pif",3,"s1416",392,"2/3",15
"catch","press4",4,"s1416",392,"2/3",16
"familiar","lup and dex",2,"s1416",392,"2/3",17
"cross","car and thite",5,"s1416",392,"2/3",18
"withheld","zof and moke",2,"s1417",126,"onset",1
"familiar","ruck and jiv",5,"s1417",126,"onset",2
"familiar","rudge and moke",2,"s1417",126,"onset",3
"position","rull and ruck",2,"s1417",126,"onset",4
"withheld","zerm and jiv",5,"s1417",126,"onset",5
"position","dex and moke",4,"s1417",126,"onset",6
"cross","rudge and jiv",5,"s1417",126,"onset",7
"cross","ruck and moke",5,"s1417",126,"onset",8
"position","zabe and zof",3,"s1417",126,"onset",9
"withheld","rudge and thite",5,"s1417",126,"onset",10
"cross","zof and pif",3,"s1417",126,"onset",11
"familiar","rull and wug",2,"s1417",126,"onset",12
"familiar","zabe and dex",5,"s1417",126,"onset",13
"position","wug and pif",2,"s1417",126,"onset",14
"cross","zerm and thite",5,"s1417",126,"onset",15
"catch","press5",5,"s1417",126,"onset",16
"withheld","ruck and pif",4,"s1417",126,"onset",17
"catch","press4",4,"s1417",126,"onset",18
"cross","hamster and dex",4,"s1418",126,"2/3",1
"withheld","bim and wug",4,"s1418",126,"2/3",2
"withheld","zabe and dex",3,"s1418",126,"2/3",3
"position","thite and moke",2,"s1418",126,"2/3",4
"familiar","cat and pif",4,"s1418",126,"2/3",5
"familiar","hamster and moke",4,"s1418",126,"2/3",6
"position","bus and car",3,"s1418",126,"2/3",7
"cross","bim and moke",4,"s1418",126,"2/3",8
"catch","press5",5,"s1418",126,"2/3",9
"familiar","bim and dex",4,"s1418",126,"2/3",10
"catch","press4",4,"s1418",126,"2/3",11
"cross","car and wug",3,"s1418",126,"2/3",12
"cross","zabe and jiv",2,"s1418",126,"2/3",13
"familiar","bus and thite",2,"s1418",126,"2/3",14
"withheld","car and moke",3,"s1418",126,"2/3",15
"position","pif and wug",4,"s1418",126,"2/3",16
"position","cat and bim",3,"s1418",126,"2/3",17
"withheld","hamster and jiv",4,"s1418",126,"2/3",18
"position","bus tezz truck",1,"s1419",196,"nonce.connective",1
"position","dex tezz moke",1,"s1419",196,"nonce.connective",2
"withheld","hamster tezz pif",5,"s1419",196,"nonce.connective",3
"familiar","bus tezz dex",5,"s1419",196,"nonce.connective",4
"cross","cat tezz thite",3,"s1419",196,"nonce.connective",5
"cross","hamster tezz moke",2,"s1419",196,"nonce.connective",6
"catch","press4",4,"s1419",196,"nonce.connective",7
"position","jeev tezz pif",1,"s1419",196,"nonce.connective",8
"catch","press5",5,"s1419",196,"nonce.connective",9
"familiar","cat tezz moke",2,"s1419",196,"nonce.connective",10
"cross","car tezz wug",1,"s1419",196,"nonce.connective",11
"familiar","dog tezz jeev",5,"s1419",196,"nonce.connective",12
"familiar","hamster tezz thite",3,"s1419",196,"nonce.connective",13
"cross","truck tezz pif",3,"s1419",196,"nonce.connective",14
"position","dog tezz hamster",1,"s1419",196,"nonce.connective",15
"withheld","car tezz thite",5,"s1419",196,"nonce.connective",16
"withheld","cat tezz wug",5,"s1419",196,"nonce.connective",17
"withheld","truck tezz moke",5,"s1419",196,"nonce.connective",18
"position","fengle and coomo",5,"s1420",196,"syllables",1
"position","wug and dex",5,"s1420",196,"syllables",2
"familiar","fengle and jeev",4,"s1420",196,"syllables",3
"cross","jic and moke",5,"s1420",196,"syllables",4
"withheld","coomo and pif",4,"s1420",196,"syllables",5
"withheld","gope and dex",5,"s1420",196,"syllables",6
"withheld","jic and thite",4,"s1420",196,"syllables",7
"familiar","kaisey and dex",5,"s1420",196,"syllables",8
"cross","coomo and dex",5,"s1420",196,"syllables",9
"cross","gope and pif",4,"s1420",196,"syllables",10
"catch","press5",4,"s1420",196,"syllables",11
"position","skeege and gope",5,"s1420",196,"syllables",12
"cross","kaisey and thite",4,"s1420",196,"syllables",13
"catch","press4",4,"s1420",196,"syllables",14
"familiar","skeege and wug",5,"s1420",196,"syllables",15
"withheld","kaisey and moke",3,"s1420",196,"syllables",16
"familiar","coomo and thite",5,"s1420",196,"syllables",17
"position","jeev and pif",5,"s1420",196,"syllables",18
"withheld","shelf and dex",4,"s1421",126,"semantic.baseline",1
"cross","ball and jiv",5,"s1421",126,"semantic.baseline",2
"familiar","leash and wug",1,"s1421",126,"semantic.baseline",3
"position","glove and rain",1,"s1421",126,"semantic.baseline",4
"familiar","shelf and moke",3,"s1421",126,"semantic.baseline",5
"position","pif and jiv",1,"s1421",126,"semantic.baseline",6
"position","wug and moke",2,"s1421",126,"semantic.baseline",7
"familiar","rain and thite",5,"s1421",126,"semantic.baseline",8
"cross","shelf and thite",4,"s1421",126,"semantic.baseline",9
"withheld","rain and jiv",4,"s1421",126,"semantic.baseline",10
"cross","card and dex",5,"s1421",126,"semantic.baseline",11
"withheld","ball and moke",5,"s1421",126,"semantic.baseline",12
"catch","press5",5,"s1421",126,"semantic.baseline",13
"cross","rain and moke",4,"s1421",126,"semantic.baseline",14
"position","leash and ball",1,"s1421",126,"semantic.baseline",15
"familiar","glove and pif",4,"s1421",126,"semantic.baseline",16
"withheld","card and thite",3,"s1421",126,"semantic.baseline",17
"catch","press4",4,"s1421",126,"semantic.baseline",18
"cross","bim and jiv",5,"s1422",126,"0/3",1
"familiar","feeb and thite",5,"s1422",126,"0/3",2
"withheld","lup and dex",3,"s1422",126,"0/3",3
"catch","press5",5,"s1422",126,"0/3",4
"position","zabe and chuv",5,"s1422",126,"0/3",5
"position","wug and moke",5,"s1422",126,"0/3",6
"cross","lup and moke",5,"s1422",126,"0/3",7
"position","thite and dex",5,"s1422",126,"0/3",8
"withheld","vap and jiv",3,"s1422",126,"0/3",9
"cross","chuv and dex",5,"s1422",126,"0/3",10
"catch","press4",4,"s1422",126,"0/3",11
"familiar","lup and jiv",5,"s1422",126,"0/3",12
"familiar","bim and moke",1,"s1422",126,"0/3",13
"cross","vap and pif",5,"s1422",126,"0/3",14
"familiar","zabe and wug",1,"s1422",126,"0/3",15
"withheld","bim and pif",5,"s1422",126,"0/3",16
"position","feeb and lup",5,"s1422",126,"0/3",17
"withheld","chuv and moke",5,"s1422",126,"0/3",18
"familiar","cat and pif",5,"s1423",126,"3/3",1
"familiar","dog and moke",5,"s1423",126,"3/3",2
"familiar","truck and dex",5,"s1423",126,"3/3",3
"catch","press5",5,"s1423",126,"3/3",4
"catch","press4",4,"s1423",126,"3/3",5
"cross","bus and thite",1,"s1423",126,"3/3",6
"cross","car and wug",1,"s1423",126,"3/3",7
"familiar","hamster and jiv",1,"s1423",126,"3/3",8
"withheld","cat and thite",5,"s1423",126,"3/3",9
"cross","hamster and pif",1,"s1423",126,"3/3",10
"position","moke and wug",1,"s1423",126,"3/3",11
"cross","cat and jiv",1,"s1423",126,"3/3",12
"position","dog and hamster",1,"s1423",126,"3/3",13
"position","dex and pif",1,"s1423",126,"3/3",14
"position","truck and car",1,"s1423",126,"3/3",15
"withheld","bus and jiv",5,"s1423",126,"3/3",16
"withheld","car and pif",5,"s1423",126,"3/3",17
"withheld","hamster and wug",5,"s1423",126,"3/3",18
"withheld","coomo and dex",5,"s1424",197,"syllables",1
"withheld","jic and jeev",5,"s1424",197,"syllables",2
"withheld","fengle and pif",5,"s1424",197,"syllables",3
"position","thite and jeev",3,"s1424",197,"syllables",4
"withheld","gope and wug",5,"s1424",197,"syllables",5
"cross","fengle and jeev",5,"s1424",197,"syllables",6
"catch","press4",4,"s1424",197,"syllables",7
"familiar","fengle and wug",4,"s1424",197,"syllables",8
"catch","press5",5,"s1424",197,"syllables",9
"cross","coomo and wug",2,"s1424",197,"syllables",10
"cross","gope and dex",1,"s1424",197,"syllables",11
"cross","jic and pif",3,"s1424",197,"syllables",12
"familiar","skeege and thite",5,"s1424",197,"syllables",13
"familiar","kaisey and moke",4,"s1424",197,"syllables",14
"position","skeege and jic",5,"s1424",197,"syllables",15
"position","moke and pif",4,"s1424",197,"syllables",16
"position","kaisey and fengle",1,"s1424",197,"syllables",17
"familiar","coomo and jeev",5,"s1424",197,"syllables",18
"position","wug and thite",2,"s1425",126,"1/3",1
"cross","hamster and dex",4,"s1425",126,"1/3",2
"cross","zabe and thite",3,"s1425",126,"1/3",3
"familiar","chuv and pif",5,"s1425",126,"1/3",4
"position","feeb and bim",5,"s1425",126,"1/3",5
"position","pif and moke",5,"s1425",126,"1/3",6
"familiar","bim and dex",4,"s1425",126,"1/3",7
"cross","truck and jiv",5,"s1425",126,"1/3",8
"withheld","bim and thite",3,"s1425",126,"1/3",9
"catch","press4",4,"s1425",126,"1/3",10
"withheld","zabe and moke",5,"s1425",126,"1/3",11
"withheld","hamster and jiv",4,"s1425",126,"1/3",12
"cross","bim and moke",5,"s1425",126,"1/3",13
"familiar","feeb and wug",2,"s1425",126,"1/3",14
"withheld","truck and dex",5,"s1425",126,"1/3",15
"familiar","hamster and moke",3,"s1425",126,"1/3",16
"position","chuv and zabe",4,"s1425",126,"1/3",17
"catch","press5",5,"s1425",126,"1/3",18
"withheld","cat and jiv",5,"s1426",196,"3/3",1
"position","wug and moke",2,"s1426",196,"3/3",2
"withheld","bus and pif",5,"s1426",196,"3/3",3
"familiar","dog and wug",2,"s1426",196,"3/3",4
"familiar","cat and pif",5,"s1426",196,"3/3",5
"withheld","hamster and moke",4,"s1426",196,"3/3",6
"position","truck and bus",1,"s1426",196,"3/3",7
"withheld","car and thite",5,"s1426",196,"3/3",8
"position","dex and pif",5,"s1426",196,"3/3",9
"familiar","hamster and thite",3,"s1426",196,"3/3",10
"position","dog and hamster",1,"s1426",196,"3/3",11
"cross","car and jiv",5,"s1426",196,"3/3",12
"cross","bus and moke",4,"s1426",196,"3/3",13
"cross","hamster and pif",5,"s1426",196,"3/3",14
"familiar","truck and dex",4,"s1426",196,"3/3",15
"cross","cat and thite",4,"s1426",196,"3/3",16
"familiar","fengle and thite",2,"s1427",196,"syllables",1
"familiar","kaisey and pif",1,"s1427",196,"syllables",2
"position","jeev and thite",3,"s1427",196,"syllables",3
"withheld","skeege and pif",2,"s1427",196,"syllables",4
"position","coomo and kaisey",1,"s1427",196,"syllables",5
"cross","kaisey and thite",2,"s1427",196,"syllables",6
"catch","press4",4,"s1427",196,"syllables",7
"catch","press5",5,"s1427",196,"syllables",8
"cross","gope and dex",4,"s1427",196,"syllables",9
"withheld","fengle and moke",1,"s1427",196,"syllables",10
"withheld","gope and thite",3,"s1427",196,"syllables",11
"cross","skeege and moke",1,"s1427",196,"syllables",12
"familiar","jic and jeev",5,"s1427",196,"syllables",13
"position","wug and dex",2,"s1427",196,"syllables",14
"position","jic and gope",2,"s1427",196,"syllables",15
"withheld","kaisey and dex",3,"s1427",196,"syllables",16
"cross","fengle and pif",3,"s1427",196,"syllables",17
"familiar","coomo and wug",3,"s1427",196,"syllables",18
"position","hamster and bim",4,"s1428",126,"2/3",1
"withheld","car and wug",3,"s1428",126,"2/3",2
"cross","cat and pif",4,"s1428",126,"2/3",3
"cross","bim and wug",5,"s1428",126,"2/3",4
"cross","car and thite",4,"s1428",126,"2/3",5
"familiar","zabe and dex",4,"s1428",126,"2/3",6
"withheld","bus and pif",2,"s1428",126,"2/3",7
"position","zabe and car",1,"s1428",126,"2/3",8
"catch","press5",5,"s1428",126,"2/3",9
"catch","press4",4,"s1428",126,"2/3",10
"cross","bus and jiv",3,"s1428",126,"2/3",11
"position","moke and thite",4,"s1428",126,"2/3",12
"position","dex and wug",2,"s1428",126,"2/3",13
"familiar","bim and pif",4,"s1428",126,"2/3",14
"withheld","cat and jiv",1,"s1428",126,"2/3",15
"withheld","bim and thite",3,"s1428",126,"2/3",16
"familiar","hamster and moke",5,"s1428",126,"2/3",17
"familiar","cat and wug",3,"s1428",126,"2/3",18
"cross","cat and pif",4,"s1429",56,"1/3",1
"position","chuv and car",3,"s1429",56,"1/3",2
"familiar","bim and pif",5,"s1429",56,"1/3",3
"familiar","chuv and moke",5,"s1429",56,"1/3",4
"cross","bim and wug",3,"s1429",56,"1/3",5
"position","lup and cat",3,"s1429",56,"1/3",6
"withheld","bim and dex",4,"s1429",56,"1/3",7
"familiar","cat and wug",4,"s1429",56,"1/3",8
"withheld","car and pif",4,"s1429",56,"1/3",9
"catch","press4",1,"s1429",56,"1/3",10
"withheld","cat and jiv",2,"s1429",56,"1/3",11
"withheld","vap and wug",4,"s1429",56,"1/3",12
"cross","car and jiv",2,"s1429",56,"1/3",13
"catch","press5",5,"s1429",56,"1/3",14
"position","thite and jiv",1,"s1429",56,"1/3",15
"position","moke and pif",5,"s1429",56,"1/3",16
"cross","vap and dex",4,"s1429",56,"1/3",17
"familiar","lup and thite",4,"s1429",56,"1/3",18
"cross","zayb and wug",1,"s1430",196,"0/3",1
"position","vaap and chuhv",4,"s1430",196,"0/3",2
"withheld","loach and wug",2,"s1430",196,"0/3",3
"withheld","feeb and moke",5,"s1430",196,"0/3",4
"withheld","chuhv and pif",4,"s1430",196,"0/3",5
"position","thite and moke",3,"s1430",196,"0/3",6
"position","dex and pif",5,"s1430",196,"0/3",7
"catch","press4",4,"s1430",196,"0/3",8
"familiar","bem and thite",5,"s1430",196,"0/3",9
"position","bem and feeb",5,"s1430",196,"0/3",10
"withheld","zayb and jeev",2,"s1430",196,"0/3",11
"familiar","vaap and dex",4,"s1430",196,"0/3",12
"cross","loach and jeev",5,"s1430",196,"0/3",13
"cross","chuhv and moke",4,"s1430",196,"0/3",14
"cross","feeb and pif",5,"s1430",196,"0/3",15
"familiar","zayb and moke",2,"s1430",196,"0/3",16
"catch","press5",5,"s1430",196,"0/3",17
"familiar","chuhv and wug",4,"s1430",196,"0/3",18
"withheld","bus and thite",4,"s1431",56,"3/3",1
"withheld","hamster and dex",4,"s1431",56,"3/3",2
"withheld","truck and wug",3,"s1431",56,"3/3",3
"position","jiv and dex",1,"s1431",56,"3/3",4
"catch","press5",5,"s1431",56,"3/3",5
"cross","hamster and thite",2,"s1431",56,"3/3",6
"withheld","dog and pif",4,"s1431",56,"3/3",7
"position","moke and thite",1,"s1431",56,"3/3",8
"position","cat and hamster",1,"s1431",56,"3/3",9
"catch","press4",4,"s1431",56,"3/3",10
"familiar","cat and jiv",4,"s1431",56,"3/3",11
"familiar","hamster and wug",2,"s1431",56,"3/3",12
"cross","truck and pif",3,"s1431",56,"3/3",13
"cross","bus and dex",2,"s1431",56,"3/3",14
"cross","dog and wug",2,"s1431",56,"3/3",15
"position","car and bus",1,"s1431",56,"3/3",16
"familiar","dog and thite",2,"s1431",56,"3/3",17
"familiar","car and moke",4,"s1431",56,"3/3",18
"position","gope and jic",4,"s1432",56,"syllables",1
"withheld","coomo and thite",3,"s1432",56,"syllables",2
"cross","skeege and wug",4,"s1432",56,"syllables",3
"familiar","coomo and pif",5,"s1432",56,"syllables",4
"position","dex and thite",3,"s1432",56,"syllables",5
"cross","coomo and jeev",4,"s1432",56,"syllables",6
"withheld","skeege and pif",5,"s1432",56,"syllables",7
"familiar","gope and moke",4,"s1432",56,"syllables",8
"cross","fengle and pif",3,"s1432",56,"syllables",9
"cross","jic and thite",4,"s1432",56,"syllables",10
"familiar","kaisey and dex",5,"s1432",56,"syllables",11
"position","kaisey and coomo",2,"s1432",56,"syllables",12
"familiar","fengle and jeev",4,"s1432",56,"syllables",13
"catch","press4",4,"s1432",56,"syllables",14
"catch","press5",5,"s1432",56,"syllables",15
"withheld","jic and jeev",3,"s1432",56,"syllables",16
"withheld","fengle and wug",5,"s1432",56,"syllables",17
"position","moke and jeev",4,"s1432",56,"syllables",18
"position","hamster tezz dog",1,"s1433",56,"nonce.connective",1
"withheld","cat tezz dex",4,"s1433",56,"nonce.connective",2
"withheld","dog tezz thite",1,"s1433",56,"nonce.connective",3
"catch","press5",5,"s1433",56,"nonce.connective",4
"catch","press4",4,"s1433",56,"nonce.connective",5
"cross","dog tezz jeev",3,"s1433",56,"nonce.connective",6
"familiar","cat tezz jeev",3,"s1433",56,"nonce.connective",7
"familiar","bus tezz pif",4,"s1433",56,"nonce.connective",8
"position","wug tezz thite",1,"s1433",56,"nonce.connective",9
"position","bus tezz car",1,"s1433",56,"nonce.connective",10
"cross","truck tezz dex",4,"s1433",56,"nonce.connective",11
"familiar","dog tezz moke",1,"s1433",56,"nonce.connective",12
"position","pif tezz jeev",1,"s1433",56,"nonce.connective",13
"cross","cat tezz moke",4,"s1433",56,"nonce.connective",14
"cross","car tezz thite",1,"s1433",56,"nonce.connective",15
"withheld","truck tezz moke",3,"s1433",56,"nonce.connective",16
"withheld","car tezz jeev",4,"s1433",56,"nonce.connective",17
"familiar","hamster tezz wug",3,"s1433",56,"nonce.connective",18
"familiar","dog and dex",1,"s1434",56,"3/3",1
"position","moke and jeev",1,"s1434",56,"3/3",2
"cross","cat and dex",1,"s1434",56,"3/3",3
